Name,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26
Rotom,Start - Discharge,Start - Charge,Start - Trick,Start - Astonish,Start - Thunder Wave,Start - Thunder Shock,Start - Confuse Ray,L8 - Uproar,L15 - Double Team,L22 - Shock Wave,L29 - Ominous Wind,L36 - Substitute,L43 - Electro Ball,L50 - Hex,L57 - Charge,L64 - Discharge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return
Rotom,Start - Discharge,Start - Charge,Start - Trick,Start - Astonish,Start - Thunder Wave,Start - Thunder Shock,Start - Confuse Ray,L8 - Uproar,L15 - Double Team,L22 - Shock Wave,L29 - Ominous Wind,L36 - Substitute,L43 - Electro Ball,L50 - Hex,L57 - Charge,L64 - Discharge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return
Rotom,Start - Discharge,Start - Charge,Start - Trick,Start - Astonish,Start - Thunder Wave,Start - Thunder Shock,Start - Confuse Ray,L8 - Uproar,L15 - Double Team,L22 - Shock Wave,L29 - Ominous Wind,L36 - Substitute,L43 - Electro Ball,L50 - Hex,L57 - Charge,L64 - Discharge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return
Uxie,Start - Memento,Start - Natural Gift,Start - Flail,Start - Rest,Start - Confusion,L6 - Imprison,L16 - Endure,L21 - Swift,L31 - Yawn,L36 - Future Sight,L46 - Amnesia,L50 - Extrasensory,L61 - Flail,L66 - Natural Gift,L76 - Memento,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration
Mesprit,Start - Healing Wish,Start - Natural Gift,Start - Copycat,Start - Rest,Start - Confusion,L6 - Imprison,L16 - Protect,L21 - Swift,L31 - Lucky Chant,L36 - Future Sight,L46 - Charm,L50 - Extrasensory,L61 - Copycat,L66 - Natural Gift,L76 - Healing Wish,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Azelf,Start - Natural Gift,Start - Last Resort,Start - Rest,Start - Confusion,L6 - Imprison,L16 - Detect,L21 - Swift,L31 - Uproar,L36 - Future Sight,L46 - Nasty Plot,L50 - Extrasensory,L61 - Last Resort,L66 - Natural Gift,L76 - Explosion,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration
Dialga,Start - Dragon Breath,Start - Scary Face,L6 - Metal Claw,L10 - Ancient Power,L15 - Slash,L19 - Power Gem,L24 - Metal Burst,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Iron Tail,L46 - Roar of Time,L50 - Flash Cannon,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration
Palkia,Start - Dragon Breath,Start - Scary Face,L6 - Water Pulse,L10 - Ancient Power,L15 - Slash,L19 - Power Gem,L24 - Aqua Tail,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Aqua Tail,L46 - Spacial Rend,L50 - Hydro Pump,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard
Heatran,Start - Magma Storm,Start - Heat Wave,Start - Earth Power,Start - Iron Head,Start - Fire Spin,Start - Ancient Power,L9 - Leer,L17 - Fire Fang,L25 - Metal Sound,L33 - Crunch,L41 - Scary Face,L49 - Lava Plume,L57 - Fire Spin,L65 - Iron Head,L73 - Earth Power,L81 - Heat Wave,L88 - Stone Edge,L96 - Magma Storm,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration
Regigigas,Start - Heavy Slam,Start - Crush Grip,Start - Fire Punch,Start - Ice Punch,Start - Thunder Punch,Start - Dizzy Punch,Start - Knock Off,Start - Confuse Ray,Start - Foresight,L25 - Revenge,L40 - Wide Guard,L50 - Zen Headbutt,L65 - Payback,L75 - Crush Grip,L90 - Heavy Slam,L100 - Giga Impact,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder
Giratina,Start - Dragon Breath,Start - Scary Face,L6 - Ominous Wind,L10 - Ancient Power,L15 - Slash,L19 - Shadow Sneak,L24 - Destiny Bond,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Shadow Claw,L46 - Shadow Force,L50 - Hex,TM02 - Dragon Claw,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder
Giratina,Start - Dragon Breath,Start - Scary Face,L6 - Ominous Wind,L10 - Ancient Power,L15 - Slash,L19 - Shadow Sneak,L24 - Destiny Bond,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Shadow Claw,L46 - Shadow Force,L50 - Hex,TM02 - Dragon Claw,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder
Cresselia,Start - Lunar Dance,Start - Psycho Shift,Start - Psycho Cut,Start - Moonlight,Start - Confusion,Start - Double Team,L11 - Safeguard,L20 - Mist,L29 - Aurora Beam,L38 - Future Sight,L47 - Slash,L57 - Moonlight,L66 - Psycho Cut,L75 - Psycho Shift,L84 - Lunar Dance,L93 - Psychic,L99 - Moonblast,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect
Phione,Start - Bubble,Start - Water Sport,L9 - Charm,L16 - Supersonic,L24 - Bubble Beam,L31 - Acid Armor,L39 - Whirlpool,L46 - Water Pulse,L54 - Aqua Ring,L61 - Dive,L69 - Rain Dance,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM48 - Round,TM55 - Scald
Manaphy,Start - Tail Glow,Start - Bubble,Start - Water Sport,L9 - Charm,L16 - Supersonic,L24 - Bubble Beam,L31 - Acid Armor,L39 - Whirlpool,L46 - Water Pulse,L54 - Aqua Ring,L61 - Dive,L69 - Rain Dance,L76 - Heart Swap,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return
Darkrai,Start - Ominous Wind,Start - Disable,L11 - Quick Attack,L20 - Hypnosis,L29 - Feint Attack,L38 - Nightmare,L47 - Double Team,L57 - Haze,L66 - Dark Void,L75 - Nasty Plot,L84 - Dream Eater,L93 - Dark Pulse,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return
Shaymin,Start - Growth,L10 - Magical Leaf,L19 - Leech Seed,L28 - Synthesis,L37 - Sweet Scent,L46 - Natural Gift,L55 - Worry Seed,L64 - Aromatherapy,L73 - Energy Ball,L82 - Sweet Kiss,L91 - Healing Wish,L100 - Seed Flare,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM48 - Round
Shaymin,Start - Growth,L10 - Magical Leaf,L19 - Leech Seed,L28 - Quick Attack,L37 - Sweet Scent,L46 - Natural Gift,L55 - Worry Seed,L64 - Air Slash,L73 - Energy Ball,L82 - Sweet Kiss,L91 - Leaf Storm,L100 - Seed Flare,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM48 - Round
Arceus,Start - Seismic Toss,Start - Cosmic Power,Start - Natural Gift,Start - Punishment,L10 - Gravity,L20 - Earth Power,L30 - Hyper Voice,L40 - Extreme Speed,L50 - Refresh,L60 - Future Sight,L70 - Recover,L80 - Hyper Beam,L90 - Perish Song,L100 - Judgment,TM01 - Work Up,TM02 - Dragon Claw,TM03 - Psyshock,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam
Victini,Start - Searing Shot,Start - Focus Energy,Start - Confusion,Start - Incinerate,Start - Quick Attack,L9 - Endure,L17 - Headbutt,L25 - Flame Charge,L33 - Reversal,L41 - Flame Burst,L49 - Zen Headbutt,L57 - Inferno,L65 - Double-Edge,L73 - Flare Blitz,L81 - Final Gambit,L89 - Stored Power,L97 - Overheat,TM01 - Work Up,TM03 - Psyshock,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect
Snivy,Start - Tackle,L4 - Leer,L7 - Vine Whip,L10 - Wrap,L13 - Growth,L16 - Leaf Tornado,L19 - Leech Seed,L22 - Mega Drain,L25 - Slam,L28 - Leaf Blade,L31 - Coil,L34 - Giga Drain,L37 - Wring Out,L40 - Gastro Acid,L43 - Leaf Storm,TM01 - Work Up,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam
Servine,Start - Tackle,Start - Leer,Start - Vine Whip,Start - Wrap,L4 - Leer,L7 - Vine Whip,L10 - Wrap,L13 - Growth,L16 - Leaf Tornado,L20 - Leech Seed,L24 - Mega Drain,L28 - Slam,L32 - Leaf Blade,L36 - Coil,L40 - Giga Drain,L44 - Wring Out,L48 - Gastro Acid,L52 - Leaf Storm,TM01 - Work Up,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect
Serperior,Start - Tackle,Start - Leer,Start - Vine Whip,Start - Wrap,L4 - Leer,L7 - Vine Whip,L10 - Wrap,L13 - Growth,L16 - Leaf Tornado,L20 - Leech Seed,L24 - Mega Drain,L28 - Slam,L32 - Leaf Blade,L38 - Coil,L44 - Giga Drain,L50 - Wring Out,L56 - Gastro Acid,L62 - Leaf Storm,TM01 - Work Up,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen
Tepig,Start - Tackle,L3 - Tail Whip,L7 - Ember,L9 - Odor Sleuth,L13 - Defense Curl,L15 - Flame Charge,L19 - Smog,L21 - Rollout,L25 - Take Down,L27 - Heat Crash,L31 - Assurance,L33 - Flamethrower,L37 - Head Smash,L39 - Roar,L43 - Flare Blitz,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team
Pignite,Start - Arm Thrust,Start - Tackle,Start - Tail Whip,Start - Ember,Start - Odor Sleuth,L3 - Tail Whip,L7 - Ember,L9 - Odor Sleuth,L13 - Defense Curl,L15 - Flame Charge,L20 - Smog,L23 - Rollout,L28 - Take Down,L31 - Heat Crash,L36 - Assurance,L39 - Flamethrower,L44 - Head Smash,L47 - Roar,L52 - Flare Blitz,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect
Emboar,Start - Arm Thrust,Start - Hammer Arm,Start - Tackle,Start - Tail Whip,Start - Ember,Start - Odor Sleuth,L3 - Tail Whip,L7 - Ember,L9 - Odor Sleuth,L13 - Defense Curl,L15 - Flame Charge,L20 - Smog,L23 - Rollout,L28 - Take Down,L31 - Heat Crash,L38 - Assurance,L43 - Flamethrower,L50 - Head Smash,L55 - Roar,L62 - Flare Blitz,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day
Oshawott,Start - Tackle,L5 - Tail Whip,L7 - Water Gun,L11 - Water Sport,L13 - Focus Energy,L17 - Razor Shell,L19 - Fury Cutter,L23 - Water Pulse,L25 - Revenge,L29 - Aqua Jet,L31 - Encore,L35 - Aqua Tail,L37 - Retaliate,L41 - Swords Dance,L43 - Hydro Pump,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return
Dewott,Start - Tackle,Start - Tail Whip,Start - Water Gun,Start - Water Sport,L5 - Tail Whip,L7 - Water Gun,L11 - Water Sport,L13 - Focus Energy,L18 - Razor Shell,L21 - Fury Cutter,L26 - Water Pulse,L29 - Revenge,L34 - Aqua Jet,L37 - Encore,L42 - Aqua Tail,L45 - Retaliate,L50 - Swords Dance,L53 - Hydro Pump,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect
Samurott,Start - Slash,Start - Megahorn,Start - Tackle,Start - Tail Whip,Start - Water Gun,Start - Water Sport,L5 - Tail Whip,L7 - Water Gun,L11 - Water Sport,L13 - Focus Energy,L18 - Razor Shell,L21 - Fury Cutter,L25 - Water Pulse,L29 - Revenge,L34 - Aqua Jet,L39 - Encore,L46 - Aqua Tail,L51 - Retaliate,L58 - Swords Dance,L63 - Hydro Pump,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam
Patrat,Start - Tackle,L3 - Leer,L6 - Bite,L8 - Bide,L11 - Detect,L13 - Sand Attack,L16 - Crunch,L18 - Hypnosis,L21 - Super Fang,L23 - After You,L26 - Focus Energy,L28 - Work Up,L31 - Hyper Fang,L33 - Nasty Plot,L36 - Mean Look,L38 - Baton Pass,L41 - Slam,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return
Watchog,Start - Confuse Ray,Start - Rototiller,Start - Tackle,Start - Leer,Start - Bite,Start - Low Kick,L3 - Leer,L6 - Bite,L8 - Bide,L11 - Detect,L13 - Sand Attack,L16 - Crunch,L18 - Hypnosis,L22 - Super Fang,L25 - After You,L29 - Focus Energy,L32 - Psych Up,L36 - Hyper Fang,L39 - Nasty Plot,L43 - Mean Look,L46 - Baton Pass,L50 - Slam,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day
Lillipup,Start - Leer,Start - Tackle,L5 - Odor Sleuth,L8 - Bite,L10 - Baby-Doll Eyes,L12 - Helping Hand,L15 - Take Down,L19 - Work Up,L22 - Crunch,L26 - Roar,L29 - Retaliate,L33 - Reversal,L36 - Last Resort,L40 - Giga Impact,L45 - Play Rough,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return,TM30 - Shadow Ball
Herdier,Start - Leer,Start - Tackle,Start - Odor Sleuth,Start - Bite,L5 - Odor Sleuth,L8 - Bite,L12 - Helping Hand,L15 - Take Down,L20 - Work Up,L24 - Crunch,L29 - Roar,L33 - Retaliate,L38 - Reversal,L42 - Last Resort,L47 - Giga Impact,L52 - Play Rough,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return
Stoutland,Start - Ice Fang,Start - Fire Fang,Start - Thunder Fang,Start - Leer,Start - Tackle,Start - Odor Sleuth,Start - Bite,L5 - Odor Sleuth,L8 - Bite,L12 - Helping Hand,L15 - Take Down,L20 - Work Up,L24 - Crunch,L29 - Roar,L36 - Retaliate,L42 - Reversal,L51 - Last Resort,L59 - Giga Impact,L63 - Play Rough,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect
Purrloin,Start - Scratch,L3 - Growl,L6 - Assist,L10 - Sand Attack,L12 - Fury Swipes,L15 - Pursuit,L19 - Torment,L21 - Fake Out,L24 - Hone Claws,L28 - Assurance,L30 - Slash,L33 - Captivate,L37 - Night Slash,L39 - Snatch,L42 - Nasty Plot,L46 - Sucker Punch,L49 - Play Rough,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball
Liepard,Start - Scratch,Start - Growl,Start - Assist,Start - Sand Attack,L3 - Growl,L6 - Assist,L10 - Sand Attack,L12 - Fury Swipes,L15 - Pursuit,L19 - Torment,L22 - Fake Out,L26 - Hone Claws,L31 - Assurance,L34 - Slash,L38 - Taunt,L43 - Night Slash,L47 - Snatch,L50 - Nasty Plot,L55 - Sucker Punch,L58 - Play Rough,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect
Pansage,Start - Scratch,Start - Play Nice,L4 - Leer,L7 - Lick,L10 - Vine Whip,L13 - Fury Swipes,L16 - Leech Seed,L19 - Bite,L22 - Seed Bomb,L25 - Torment,L28 - Fling,L31 - Acrobatics,L34 - Grass Knot,L37 - Recycle,L40 - Natural Gift,L43 - Crunch,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team
Simisage,Start - Leer,Start - Lick,Start - Fury Swipes,Start - Seed Bomb,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep,TM48 - Round,TM52 - Focus Blast,TM53 - Energy Ball
Pansear,Start - Scratch,Start - Play Nice,L4 - Leer,L7 - Lick,L10 - Incinerate,L13 - Fury Swipes,L16 - Yawn,L19 - Bite,L22 - Flame Burst,L25 - Amnesia,L28 - Fling,L31 - Acrobatics,L34 - Fire Blast,L37 - Recycle,L40 - Natural Gift,L43 - Crunch,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team
Simisear,Start - Leer,Start - Lick,Start - Fury Swipes,Start - Flame Burst,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep
Panpour,Start - Scratch,Start - Play Nice,L4 - Leer,L7 - Lick,L10 - Water Gun,L13 - Fury Swipes,L16 - Water Sport,L19 - Bite,L22 - Scald,L25 - Taunt,L28 - Fling,L31 - Acrobatics,L34 - Brine,L37 - Recycle,L40 - Natural Gift,L43 - Crunch,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration
Simipour,Start - Leer,Start - Lick,Start - Fury Swipes,Start - Scald,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep,TM48 - Round
Munna,Start - Psywave,Start - Defense Curl,L5 - Lucky Chant,L7 - Yawn,L11 - Psybeam,L13 - Imprison,L17 - Moonlight,L19 - Hypnosis,L23 - Zen Headbutt,L25 - Synchronoise,L29 - Nightmare,L31 - Future Sight,L35 - Calm Mind,L37 - Psychic,L41 - Dream Eater,L43 - Telekinesis,L47 - Stored Power,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration
Musharna,Start - Psychic Terrain,Start - Defense Curl,Start - Lucky Chant,Start - Psybeam,Start - Hypnosis,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round
Pidove,Start - Gust,L4 - Growl,L8 - Leer,L11 - Quick Attack,L15 - Air Cutter,L18 - Roost,L22 - Detect,L25 - Taunt,L29 - Air Slash,L32 - Razor Wind,L36 - Feather Dance,L39 - Swagger,L43 - Facade,L46 - Tailwind,L50 - Sky Attack,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team
Tranquill,Start - Gust,Start - Growl,Start - Leer,Start - Quick Attack,L4 - Growl,L8 - Leer,L11 - Quick Attack,L15 - Air Cutter,L18 - Roost,L23 - Detect,L27 - Taunt,L32 - Air Slash,L36 - Razor Wind,L41 - Feather Dance,L45 - Swagger,L50 - Facade,L54 - Tailwind,L59 - Sky Attack,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost
Unfezant,Start - Gust,Start - Growl,Start - Leer,Start - Quick Attack,L4 - Growl,L8 - Leer,L11 - Quick Attack,L15 - Air Cutter,L18 - Roost,L23 - Detect,L27 - Taunt,L33 - Air Slash,L38 - Razor Wind,L44 - Feather Dance,L49 - Swagger,L55 - Facade,L60 - Tailwind,L66 - Sky Attack,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance
Blitzle,Start - Quick Attack,L4 - Tail Whip,L8 - Charge,L11 - Shock Wave,L15 - Thunder Wave,L18 - Flame Charge,L22 - Pursuit,L25 - Spark,L29 - Stomp,L32 - Discharge,L36 - Agility,L39 - Wild Charge,L43 - Thrash,TM06 - Toxic,TM10 - Hidden Power,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest
Zebstrika,Start - Ion Deluge,Start - Quick Attack,Start - Tail Whip,Start - Charge,Start - Thunder Wave,L4 - Tail Whip,L8 - Charge,L11 - Shock Wave,L15 - Thunder Wave,L18 - Flame Charge,L22 - Pursuit,L25 - Spark,L31 - Stomp,L36 - Discharge,L42 - Agility,L47 - Wild Charge,L53 - Thrash,L58 - Ion Deluge,TM06 - Toxic,TM10 - Hidden Power,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt
Roggenrola,Start - Tackle,L4 - Harden,L7 - Sand Attack,L10 - Headbutt,L14 - Rock Blast,L17 - Mud-Slap,L20 - Iron Defense,L23 - Smack Down,L27 - Rock Slide,L30 - Stealth Rock,L33 - Sandstorm,L36 - Stone Edge,L40 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract
Boldore,Start - Power Gem,Start - Tackle,Start - Harden,Start - Sand Attack,Start - Headbutt,L4 - Harden,L7 - Sand Attack,L10 - Headbutt,L14 - Rock Blast,L17 - Mud-Slap,L20 - Iron Defense,L23 - Smack Down,L30 - Rock Slide,L36 - Stealth Rock,L42 - Sandstorm,L48 - Stone Edge,L55 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm
