,ndex,species,pokemon,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
882,745,Lycanroc,Lycanroc (Midnight Form),Start - Counter,Start - Reversal,Start - Taunt,Start - Tackle,Start - Leer,Start - Sand Attack,Start - Bite,L4 - Sand Attack,L7 - Bite,L12 - Howl,L15 - Rock Throw,L18 - Odor Sleuth,L23 - Rock Tomb,L26 - Roar,L29 - Stealth Rock,L34 - Rock Slide,L37 - Scary Face,L40 - Crunch,L45 - Rock Climb,L48 - Stone Edge,05 - Roar,06 - Toxic,08 - Bulk Up,10 - Hidden Power,12 - Taunt,17 - Protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
883,746,Wishiwashi,Wishiwashi,Start - Water Gun,Start - Growl,L6 - Helping Hand,L9 - Feint Attack,L14 - Brine,L17 - Aqua Ring,L22 - Tearful Look,L25 - Take Down,L30 - Dive,L33 - Beat Up,L38 - Aqua Tail,L41 - Double-Edge,L46 - Soak,L49 - Endeavor,L54 - Hydro Pump,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,17 - Protect,18 - Rain Dance,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,42 - Facade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
884,746,Wishiwashi,Wishiwashi (School Form),Start - Water Gun,Start - Growl,L6 - Helping Hand,L9 - Feint Attack,L14 - Brine,L17 - Aqua Ring,L22 - Tearful Look,L25 - Take Down,L30 - Dive,L33 - Beat Up,L38 - Aqua Tail,L41 - Double-Edge,L46 - Soak,L49 - Endeavor,L54 - Hydro Pump,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,17 - Protect,18 - Rain Dance,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,42 - Facade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
885,747,Mareanie,Mareanie,Start - Poison Sting,L5 - Peck,L9 - Bite,L13 - Toxic Spikes,L17 - Wide Guard,L21 - Toxic,L25 - Venoshock,L29 - Spike Cannon,L33 - Recover,L37 - Poison Jab,L41 - Venom Drench,L45 - Pin Missile,L49 - Liquidation,06 - Toxic,07 - Hail,09 - Venoshock,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,20 - Safeguard,21 - Frustration,27 - Return,32 - Double Team,34 - Sludge Wave,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
886,748,Toxapex,Toxapex,Start - Baneful Bunker,Start - Poison Sting,Start - Peck,Start - Bite,Start - Toxic Spikes,L5 - Peck,L9 - Bite,L13 - Toxic Spikes,L17 - Wide Guard,L21 - Toxic,L25 - Venoshock,L29 - Spike Cannon,L33 - Recover,L37 - Poison Jab,L44 - Venom Drench,L51 - Pin Missile,L58 - Liquidation,06 - Toxic,07 - Hail,09 - Venoshock,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,16 - Light Screen,17 - Protect,18 - Rain Dance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
887,749,Mudbray,Mudbray,Start - Mud-Slap,L3 - Mud Sport,L8 - Rototiller,L10 - Bulldoze,L15 - Double Kick,L17 - Stomp,L22 - Bide,L24 - High Horsepower,L29 - Iron Defense,L31 - Heavy Slam,L36 - Counter,L38 - Earthquake,L43 - Mega Kick,L45 - Superpower,05 - Roar,06 - Toxic,10 - Hidden Power,17 - Protect,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,37 - Sandstorm,39 - Rock Tomb,42 - Facade,44 - Rest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
888,750,Mudsdale,Mudsdale,Start - Mud-Slap,Start - Mud Sport,Start - Rototiller,Start - Bulldoze,L3 - Mud Sport,L8 - Rototiller,L10 - Bulldoze,L15 - Double Kick,L17 - Stomp,L22 - Bide,L24 - High Horsepower,L29 - Iron Defense,L34 - Heavy Slam,L42 - Counter,L47 - Earthquake,L55 - Mega Kick,L60 - Superpower,05 - Roar,06 - Toxic,10 - Hidden Power,17 - Protect,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,37 - Sandstorm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
889,751,Dewpider,Dewpider,Start - Water Sport,Start - Bubble,L5 - Infestation,L8 - Spider Web,L13 - Bug Bite,L16 - Bubble Beam,L21 - Bite,L24 - Aqua Ring,L29 - Leech Life,L32 - Crunch,L37 - Lunge,L40 - Mirror Coat,L45 - Liquidation,L48 - Entrainment,06 - Toxic,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,21 - Frustration,27 - Return,28 - Leech Life,32 - Double Team,42 - Facade,44 - Rest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
890,752,Araquanid,Araquanid,Start - Wide Guard,Start - Soak,Start - Bubble,Start - Infestation,Start - Spider Web,Start - Bug Bite,L5 - Infestation,L8 - Spider Web,L13 - Bug Bite,L16 - Bubble Beam,L21 - Bite,L26 - Aqua Ring,L33 - Leech Life,L38 - Crunch,L45 - Lunge,L50 - Mirror Coat,L57 - Liquidation,L62 - Entrainment,06 - Toxic,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,20 - Safeguard,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
891,753,Fomantis,Fomantis,Start - Fury Cutter,L5 - Leafage,L10 - Razor Leaf,L14 - Growth,L19 - Ingrain,L23 - Leaf Blade,L28 - Synthesis,L32 - Slash,L37 - Sweet Scent,L41 - Solar Beam,L46 - Sunny Day,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,20 - Safeguard,21 - Frustration,22 - Solar Beam,27 - Return,28 - Leech Life,32 - Double Team,42 - Facade,44 - Rest,45 - Attract,48 - Round,53 - Energy Ball,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
892,754,Lurantis,Lurantis,Start - Petal Blizzard,Start - X-Scissor,Start - Fury Cutter,Start - Leafage,Start - Razor Leaf,Start - Growth,L5 - Leafage,L10 - Razor Leaf,L14 - Growth,L19 - Ingrain,L23 - Leaf Blade,L28 - Synthesis,L32 - Slash,L40 - Sweet Scent,L47 - Solar Blade,L55 - Sunny Day,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,20 - Safeguard,21 - Frustration,22 - Solar Beam,27 - Return,28 - Leech Life,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
893,754,Lurantis,Lurantis (1),Start - Petal Blizzard,Start - X-Scissor,Start - Fury Cutter,Start - Leafage,Start - Razor Leaf,Start - Growth,L5 - Leafage,L10 - Razor Leaf,L14 - Growth,L19 - Ingrain,L23 - Leaf Blade,L28 - Synthesis,L32 - Slash,L40 - Sweet Scent,L47 - Solar Blade,L55 - Sunny Day,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,20 - Safeguard,21 - Frustration,22 - Solar Beam,27 - Return,28 - Leech Life,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
894,755,Morelull,Morelull,Start - Absorb,L4 - Astonish,L8 - Flash,L11 - Moonlight,L15 - Mega Drain,L18 - Sleep Powder,L22 - Ingrain,L25 - Confuse Ray,L29 - Giga Drain,L32 - Strength Sap,L36 - Spore,L39 - Moonblast,L43 - Dream Eater,L46 - Spotlight,06 - Toxic,10 - Hidden Power,11 - Sunny Day,16 - Light Screen,17 - Protect,20 - Safeguard,21 - Frustration,22 - Solar Beam,27 - Return,32 - Double Team,36 - Sludge Bomb,44 - Rest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
895,756,Shiinotic,Shiinotic,Start - Absorb,Start - Astonish,Start - Ingrain,Start - Flash,L4 - Astonish,L8 - Flash,L11 - Moonlight,L15 - Mega Drain,L18 - Sleep Powder,L22 - Ingrain,L26 - Confuse Ray,L31 - Giga Drain,L35 - Strength Sap,L40 - Spore,L44 - Moonblast,L49 - Dream Eater,L53 - Spotlight,06 - Toxic,10 - Hidden Power,16 - Light Screen,17 - Protect,20 - Safeguard,21 - Frustration,22 - Solar Beam,27 - Return,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
896,757,Salandit,Salandit,Start - Scratch,Start - Poison Gas,L5 - Ember,L8 - Sweet Scent,L13 - Dragon Rage,L16 - Smog,L21 - Double Slap,L24 - Flame Burst,L29 - Toxic,L32 - Nasty Plot,L37 - Venoshock,L40 - Flamethrower,L45 - Venom Drench,L48 - Dragon Pulse,02 - Dragon Claw,06 - Toxic,09 - Venoshock,10 - Hidden Power,12 - Taunt,17 - Protect,21 - Frustration,27 - Return,28 - Leech Life,32 - Double Team,34 - Sludge Wave,35 - Flamethrower,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
897,758,Salazzle,Salazzle,Start - Captivate,Start - Disable,Start - Encore,Start - Torment,Start - Swagger,Start - Pound,Start - Poison Gas,Start - Ember,Start - Sweet Scent,L5 - Ember,L8 - Sweet Scent,L13 - Dragon Rage,L16 - Smog,L21 - Double Slap,L24 - Flame Burst,L29 - Toxic,L32 - Nasty Plot,L39 - Venoshock,L44 - Flamethrower,L51 - Venom Drench,L56 - Dragon Pulse,02 - Dragon Claw,06 - Toxic,09 - Venoshock,10 - Hidden Power,12 - Taunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
898,758,Salazzle,Salazzle (1),Start - Captivate,Start - Disable,Start - Encore,Start - Torment,Start - Swagger,Start - Pound,Start - Poison Gas,Start - Ember,Start - Sweet Scent,L5 - Ember,L8 - Sweet Scent,L13 - Dragon Rage,L16 - Smog,L21 - Double Slap,L24 - Flame Burst,L29 - Toxic,L32 - Nasty Plot,L39 - Venoshock,L44 - Flamethrower,L51 - Venom Drench,L56 - Dragon Pulse,02 - Dragon Claw,06 - Toxic,09 - Venoshock,10 - Hidden Power,12 - Taunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
899,759,Stufful,Stufful,Start - Tackle,Start - Leer,L5 - Bide,L10 - Baby-Doll Eyes,L14 - Brutal Swing,L19 - Flail,L23 - Payback,L28 - Take Down,L32 - Hammer Arm,L37 - Thrash,L41 - Pain Split,L46 - Double-Edge,L50 - Superpower,01 - Work Up,05 - Roar,06 - Toxic,08 - Bulk Up,10 - Hidden Power,12 - Taunt,17 - Protect,21 - Frustration,26 - Earthquake,27 - Return,31 - Brick Break,32 - Double Team,39 - Rock Tomb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
